iso3,year_id,indicator_code,value,obs_status,loaded_at
MMR,2022,IT.CEL.SETS.P2,107.535089,,2026-04-20 18:33:21
MMR,2021,IT.CEL.SETS.P2,127.240645,,2026-04-20 18:33:21
MMR,2020,IT.CEL.SETS.P2,148.158208,,2026-04-20 18:33:21
MMR,2019,IT.CEL.SETS.P2,155.669417,,2026-04-20 18:33:21
MMR,2018,IT.CEL.SETS.P2,116.972136,,2026-04-20 18:33:21
MMR,2017,IT.CEL.SETS.P2,92.391796,,2026-04-20 18:33:21
MMR,2016,IT.CEL.SETS.P2,98.23426,,2026-04-20 18:33:21
MMR,2015,IT.CEL.SETS.P2,80.239723,,2026-04-20 18:33:21
MMR,2014,IT.CEL.SETS.P2,57.277834,,2026-04-20 18:33:21
NAM,2023,IT.CEL.SETS.P2,87.676095,,2026-04-20 18:33:21
NAM,2022,IT.CEL.SETS.P2,100.557816,,2026-04-20 18:33:21
NAM,2021,IT.CEL.SETS.P2,103.727351,,2026-04-20 18:33:21
NAM,2020,IT.CEL.SETS.P2,106.206587,,2026-04-20 18:33:21
NAM,2019,IT.CEL.SETS.P2,106.533159,,2026-04-20 18:33:21
NAM,2018,IT.CEL.SETS.P2,107.06026,,2026-04-20 18:33:21
NAM,2017,IT.CEL.SETS.P2,106.914765,,2026-04-20 18:33:21
NAM,2016,IT.CEL.SETS.P2,109.049558,,2026-04-20 18:33:21
NAM,2015,IT.CEL.SETS.P2,107.392368,,2026-04-20 18:33:21
NAM,2014,IT.CEL.SETS.P2,115.520001,,2026-04-20 18:33:21
NRU,2023,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
NRU,2022,IT.CEL.SETS.P2,87.170579,,2026-04-20 18:33:21
NRU,2021,IT.CEL.SETS.P2,85.40439,,2026-04-20 18:33:21
NRU,2020,IT.CEL.SETS.P2,85.888517,,2026-04-20 18:33:21
NRU,2019,IT.CEL.SETS.P2,86.303616,,2026-04-20 18:33:21
NRU,2018,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
NRU,2017,IT.CEL.SETS.P2,88.308018,,2026-04-20 18:33:21
NRU,2016,IT.CEL.SETS.P2,88.789238,,2026-04-20 18:33:21
NRU,2015,IT.CEL.SETS.P2,85.813401,,2026-04-20 18:33:21
NRU,2014,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
NPL,2023,IT.CEL.SETS.P2,117.759578,,2026-04-20 18:33:21
NPL,2022,IT.CEL.SETS.P2,121.114487,,2026-04-20 18:33:21
NPL,2021,IT.CEL.SETS.P2,129.645418,,2026-04-20 18:33:21
NPL,2020,IT.CEL.SETS.P2,131.92102,,2026-04-20 18:33:21
NPL,2019,IT.CEL.SETS.P2,136.18608,,2026-04-20 18:33:21
NPL,2018,IT.CEL.SETS.P2,139.525943,,2026-04-20 18:33:21
NPL,2017,IT.CEL.SETS.P2,128.863888,,2026-04-20 18:33:21
NPL,2016,IT.CEL.SETS.P2,114.898137,,2026-04-20 18:33:21
NPL,2015,IT.CEL.SETS.P2,98.894558,,2026-04-20 18:33:21
NPL,2014,IT.CEL.SETS.P2,83.192513,,2026-04-20 18:33:21
NLD,2023,IT.CEL.SETS.P2,125.272737,,2026-04-20 18:33:21
NLD,2022,IT.CEL.SETS.P2,115.820556,,2026-04-20 18:33:21
NLD,2021,IT.CEL.SETS.P2,123.44785,,2026-04-20 18:33:21
NLD,2020,IT.CEL.SETS.P2,121.422729,,2026-04-20 18:33:21
NLD,2019,IT.CEL.SETS.P2,124.088333,,2026-04-20 18:33:21
NLD,2018,IT.CEL.SETS.P2,121.162165,,2026-04-20 18:33:21
NLD,2017,IT.CEL.SETS.P2,118.576733,,2026-04-20 18:33:21
NLD,2016,IT.CEL.SETS.P2,121.420359,,2026-04-20 18:33:21
NLD,2015,IT.CEL.SETS.P2,121.637501,,2026-04-20 18:33:21
NLD,2014,IT.CEL.SETS.P2,114.86728,,2026-04-20 18:33:21
NCL,2023,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
NCL,2022,IT.CEL.SETS.P2,91.67639,,2026-04-20 18:33:21
NCL,2021,IT.CEL.SETS.P2,91.15962,,2026-04-20 18:33:21
NCL,2020,IT.CEL.SETS.P2,91.492596,,2026-04-20 18:33:21
NCL,2019,IT.CEL.SETS.P2,91.676481,,2026-04-20 18:33:21
NCL,2018,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
NCL,2017,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
NCL,2016,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
NCL,2015,IT.CEL.SETS.P2,91.916106,,2026-04-20 18:33:21
NCL,2014,IT.CEL.SETS.P2,86.443547,,2026-04-20 18:33:21
NZL,2023,IT.CEL.SETS.P2,126.854979,,2026-04-20 18:33:21
NZL,2022,IT.CEL.SETS.P2,115.984188,,2026-04-20 18:33:21
NZL,2021,IT.CEL.SETS.P2,114.454714,,2026-04-20 18:33:21
NZL,2020,IT.CEL.SETS.P2,123.000575,,2026-04-20 18:33:21
NZL,2019,IT.CEL.SETS.P2,120.475335,,2026-04-20 18:33:21
NZL,2018,IT.CEL.SETS.P2,128.936896,,2026-04-20 18:33:21
NZL,2017,IT.CEL.SETS.P2,132.98005,,2026-04-20 18:33:21
NZL,2016,IT.CEL.SETS.P2,129.380648,,2026-04-20 18:33:21
NZL,2015,IT.CEL.SETS.P2,121.368981,,2026-04-20 18:33:21
NZL,2014,IT.CEL.SETS.P2,112.757443,,2026-04-20 18:33:21
NIC,2023,IT.CEL.SETS.P2,105.843136,,2026-04-20 18:33:21
NIC,2022,IT.CEL.SETS.P2,104.278485,,2026-04-20 18:33:21
NIC,2021,IT.CEL.SETS.P2,93.816508,,2026-04-20 18:33:21
NIC,2020,IT.CEL.SETS.P2,90.814067,,2026-04-20 18:33:21
NIC,2019,IT.CEL.SETS.P2,89.277271,,2026-04-20 18:33:21
NIC,2018,IT.CEL.SETS.P2,116.272406,,2026-04-20 18:33:21
NIC,2017,IT.CEL.SETS.P2,129.50565,,2026-04-20 18:33:21
NIC,2016,IT.CEL.SETS.P2,124.272855,,2026-04-20 18:33:21
NIC,2015,IT.CEL.SETS.P2,118.127475,,2026-04-20 18:33:21
NIC,2014,IT.CEL.SETS.P2,116.506541,,2026-04-20 18:33:21
NER,2023,IT.CEL.SETS.P2,65.735032,,2026-04-20 18:33:21
NER,2022,IT.CEL.SETS.P2,63.377055,,2026-04-20 18:33:21
NER,2021,IT.CEL.SETS.P2,61.506309,,2026-04-20 18:33:21
NER,2020,IT.CEL.SETS.P2,60.035552,,2026-04-20 18:33:21
NER,2019,IT.CEL.SETS.P2,52.811262,,2026-04-20 18:33:21
NER,2018,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
NER,2017,IT.CEL.SETS.P2,40.954986,,2026-04-20 18:33:21
NER,2016,IT.CEL.SETS.P2,36.120522,,2026-04-20 18:33:21
NER,2015,IT.CEL.SETS.P2,44.930921,,2026-04-20 18:33:21
NER,2014,IT.CEL.SETS.P2,42.862401,,2026-04-20 18:33:21
NGA,2023,IT.CEL.SETS.P2,98.477282,,2026-04-20 18:33:21
NGA,2022,IT.CEL.SETS.P2,99.585215,,2026-04-20 18:33:21
NGA,2021,IT.CEL.SETS.P2,89.291586,,2026-04-20 18:33:21
NGA,2020,IT.CEL.SETS.P2,95.435665,,2026-04-20 18:33:21
NGA,2019,IT.CEL.SETS.P2,88.116901,,2026-04-20 18:33:21
NGA,2018,IT.CEL.SETS.P2,84.284011,,2026-04-20 18:33:21
NGA,2017,IT.CEL.SETS.P2,72.367968,,2026-04-20 18:33:21
NGA,2016,IT.CEL.SETS.P2,78.970142,,2026-04-20 18:33:21
NGA,2015,IT.CEL.SETS.P2,79.104528,,2026-04-20 18:33:21
NGA,2014,IT.CEL.SETS.P2,74.751278,,2026-04-20 18:33:21
MKD,2023,IT.CEL.SETS.P2,106.458777,,2026-04-20 18:33:21
MKD,2022,IT.CEL.SETS.P2,111.30308,,2026-04-20 18:33:21
MKD,2021,IT.CEL.SETS.P2,104.875134,,2026-04-20 18:33:21
MKD,2020,IT.CEL.SETS.P2,99.472387,,2026-04-20 18:33:21
MKD,2019,IT.CEL.SETS.P2,101.231634,,2026-04-20 18:33:21
MKD,2018,IT.CEL.SETS.P2,102.572291,,2026-04-20 18:33:21
MKD,2017,IT.CEL.SETS.P2,103.458691,,2026-04-20 18:33:21
MKD,2016,IT.CEL.SETS.P2,104.549884,,2026-04-20 18:33:21
MKD,2015,IT.CEL.SETS.P2,105.212016,,2026-04-20 18:33:21
MKD,2014,IT.CEL.SETS.P2,111.34259,,2026-04-20 18:33:21
MNP,2023,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
MNP,2022,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
MNP,2021,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
MNP,2020,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
MNP,2019,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
MNP,2018,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
MNP,2017,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
MNP,2016,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
MNP,2015,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
MNP,2014,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
NOR,2023,IT.CEL.SETS.P2,109.654229,,2026-04-20 18:33:21
NOR,2022,IT.CEL.SETS.P2,111.657196,,2026-04-20 18:33:21
NOR,2021,IT.CEL.SETS.P2,109.585638,,2026-04-20 18:33:21
NOR,2020,IT.CEL.SETS.P2,108.296845,,2026-04-20 18:33:21
NOR,2019,IT.CEL.SETS.P2,108.005266,,2026-04-20 18:33:21
NOR,2018,IT.CEL.SETS.P2,107.702543,,2026-04-20 18:33:21
NOR,2017,IT.CEL.SETS.P2,108.39264,,2026-04-20 18:33:21
NOR,2016,IT.CEL.SETS.P2,109.426807,,2026-04-20 18:33:21
NOR,2015,IT.CEL.SETS.P2,110.118346,,2026-04-20 18:33:21
NOR,2014,IT.CEL.SETS.P2,111.690088,,2026-04-20 18:33:21
OMN,2023,IT.CEL.SETS.P2,122.291458,,2026-04-20 18:33:21
OMN,2022,IT.CEL.SETS.P2,136.800572,,2026-04-20 18:33:21
OMN,2021,IT.CEL.SETS.P2,135.076973,,2026-04-20 18:33:21
OMN,2020,IT.CEL.SETS.P2,140.378601,,2026-04-20 18:33:21
OMN,2019,IT.CEL.SETS.P2,138.232112,,2026-04-20 18:33:21
OMN,2018,IT.CEL.SETS.P2,139.967416,,2026-04-20 18:33:21
OMN,2017,IT.CEL.SETS.P2,148.821628,,2026-04-20 18:33:21
OMN,2016,IT.CEL.SETS.P2,153.291455,,2026-04-20 18:33:21
OMN,2015,IT.CEL.SETS.P2,155.756104,,2026-04-20 18:33:21
OMN,2014,IT.CEL.SETS.P2,153.806037,,2026-04-20 18:33:21
PAK,2023,IT.CEL.SETS.P2,76.539761,,2026-04-20 18:33:21
PAK,2022,IT.CEL.SETS.P2,79.105054,,2026-04-20 18:33:21
PAK,2021,IT.CEL.SETS.P2,78.80123,,2026-04-20 18:33:21
PAK,2020,IT.CEL.SETS.P2,74.733217,,2026-04-20 18:33:21
PAK,2019,IT.CEL.SETS.P2,71.666032,,2026-04-20 18:33:21
PAK,2018,IT.CEL.SETS.P2,67.856766,,2026-04-20 18:33:21
PAK,2017,IT.CEL.SETS.P2,64.730178,,2026-04-20 18:33:21
PAK,2016,IT.CEL.SETS.P2,62.001324,,2026-04-20 18:33:21
PAK,2015,IT.CEL.SETS.P2,57.940598,,2026-04-20 18:33:21
PAK,2014,IT.CEL.SETS.P2,63.361844,,2026-04-20 18:33:21
PLW,2023,IT.CEL.SETS.P2,135.386698,,2026-04-20 18:33:21
PLW,2022,IT.CEL.SETS.P2,135.142745,,2026-04-20 18:33:21
PLW,2021,IT.CEL.SETS.P2,134.960355,,2026-04-20 18:33:21
PLW,2020,IT.CEL.SETS.P2,134.892086,,2026-04-20 18:33:21
PLW,2019,IT.CEL.SETS.P2,134.846612,,2026-04-20 18:33:21
PLW,2018,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
PLW,2017,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
PLW,2016,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
PLW,2015,IT.CEL.SETS.P2,133.612831,,2026-04-20 18:33:21
PLW,2014,IT.CEL.SETS.P2,107.897262,,2026-04-20 18:33:21
PAN,2023,IT.CEL.SETS.P2,156.586508,,2026-04-20 18:33:21
PAN,2022,IT.CEL.SETS.P2,152.062172,,2026-04-20 18:33:21
PAN,2021,IT.CEL.SETS.P2,147.899862,,2026-04-20 18:33:21
PAN,2020,IT.CEL.SETS.P2,142.28308,,2026-04-20 18:33:21
PAN,2019,IT.CEL.SETS.P2,137.570005,,2026-04-20 18:33:21
PAN,2018,IT.CEL.SETS.P2,137.297558,,2026-04-20 18:33:21
PAN,2017,IT.CEL.SETS.P2,128.825871,,2026-04-20 18:33:21
PAN,2016,IT.CEL.SETS.P2,127.616239,,2026-04-20 18:33:21
PAN,2015,IT.CEL.SETS.P2,144.996926,,2026-04-20 18:33:21
PAN,2014,IT.CEL.SETS.P2,177.438612,,2026-04-20 18:33:21
PNG,2023,IT.CEL.SETS.P2,34.058896,,2026-04-20 18:33:21
PNG,2022,IT.CEL.SETS.P2,49.190668,,2026-04-20 18:33:21
PNG,2021,IT.CEL.SETS.P2,48.117947,,2026-04-20 18:33:21
PNG,2020,IT.CEL.SETS.P2,49.0844,,2026-04-20 18:33:21
PNG,2019,IT.CEL.SETS.P2,47.195289,,2026-04-20 18:33:21
PNG,2018,IT.CEL.SETS.P2,45.771399,,2026-04-20 18:33:21
PNG,2017,IT.CEL.SETS.P2,43.775196,,2026-04-20 18:33:21
PNG,2016,IT.CEL.SETS.P2,42.20173,,2026-04-20 18:33:21
PNG,2015,IT.CEL.SETS.P2,40.717143,,2026-04-20 18:33:21
PNG,2014,IT.CEL.SETS.P2,39.407793,,2026-04-20 18:33:21
PRY,2023,IT.CEL.SETS.P2,126.605482,,2026-04-20 18:33:21
PRY,2022,IT.CEL.SETS.P2,128.088057,,2026-04-20 18:33:21
PRY,2021,IT.CEL.SETS.P2,119.31264,,2026-04-20 18:33:21
PRY,2020,IT.CEL.SETS.P2,119.099952,,2026-04-20 18:33:21
PRY,2019,IT.CEL.SETS.P2,119.137051,,2026-04-20 18:33:21
PRY,2018,IT.CEL.SETS.P2,115.749959,,2026-04-20 18:33:21
PRY,2017,IT.CEL.SETS.P2,117.821038,,2026-04-20 18:33:21
PRY,2016,IT.CEL.SETS.P2,119.848344,,2026-04-20 18:33:21
PRY,2015,IT.CEL.SETS.P2,120.341972,,2026-04-20 18:33:21
PRY,2014,IT.CEL.SETS.P2,120.354275,,2026-04-20 18:33:21
PER,2023,IT.CEL.SETS.P2,121.975085,,2026-04-20 18:33:21
PER,2022,IT.CEL.SETS.P2,124.119323,,2026-04-20 18:33:21
PER,2021,IT.CEL.SETS.P2,129.993737,,2026-04-20 18:33:21
PER,2020,IT.CEL.SETS.P2,119.854099,,2026-04-20 18:33:21
PER,2019,IT.CEL.SETS.P2,122.790351,,2026-04-20 18:33:21
PER,2018,IT.CEL.SETS.P2,132.156627,,2026-04-20 18:33:21
PER,2017,IT.CEL.SETS.P2,124.23252,,2026-04-20 18:33:21
PER,2016,IT.CEL.SETS.P2,119.654539,,2026-04-20 18:33:21
PER,2015,IT.CEL.SETS.P2,112.404819,,2026-04-20 18:33:21
PER,2014,IT.CEL.SETS.P2,105.858106,,2026-04-20 18:33:21
PHL,2023,IT.CEL.SETS.P2,117.275522,,2026-04-20 18:33:21
PHL,2022,IT.CEL.SETS.P2,147.428926,,2026-04-20 18:33:21
PHL,2021,IT.CEL.SETS.P2,144.42429,,2026-04-20 18:33:21
PHL,2020,IT.CEL.SETS.P2,133.456209,,2026-04-20 18:33:21
PHL,2019,IT.CEL.SETS.P2,151.006643,,2026-04-20 18:33:21
PHL,2018,IT.CEL.SETS.P2,122.960457,,2026-04-20 18:33:21
PHL,2017,IT.CEL.SETS.P2,110.962137,,2026-04-20 18:33:21
PHL,2016,IT.CEL.SETS.P2,112.517999,,2026-04-20 18:33:21
PHL,2015,IT.CEL.SETS.P2,111.893197,,2026-04-20 18:33:21
PHL,2014,IT.CEL.SETS.P2,107.284498,,2026-04-20 18:33:21
POL,2023,IT.CEL.SETS.P2,135.146301,,2026-04-20 18:33:21
POL,2022,IT.CEL.SETS.P2,137.002148,,2026-04-20 18:33:21
POL,2021,IT.CEL.SETS.P2,132.987204,,2026-04-20 18:33:21
POL,2020,IT.CEL.SETS.P2,129.288487,,2026-04-20 18:33:21
POL,2019,IT.CEL.SETS.P2,126.597315,,2026-04-20 18:33:21
POL,2018,IT.CEL.SETS.P2,126.266192,,2026-04-20 18:33:21
POL,2017,IT.CEL.SETS.P2,131.901472,,2026-04-20 18:33:21
POL,2016,IT.CEL.SETS.P2,138.518697,,2026-04-20 18:33:21
POL,2015,IT.CEL.SETS.P2,142.520207,,2026-04-20 18:33:21
POL,2014,IT.CEL.SETS.P2,148.713284,,2026-04-20 18:33:21
PRT,2023,IT.CEL.SETS.P2,123.001508,,2026-04-20 18:33:21
PRT,2022,IT.CEL.SETS.P2,122.801309,,2026-04-20 18:33:21
PRT,2021,IT.CEL.SETS.P2,119.768701,,2026-04-20 18:33:21
PRT,2020,IT.CEL.SETS.P2,114.276383,,2026-04-20 18:33:21
PRT,2019,IT.CEL.SETS.P2,115.145565,,2026-04-20 18:33:21
PRT,2018,IT.CEL.SETS.P2,114.858523,,2026-04-20 18:33:21
PRT,2017,IT.CEL.SETS.P2,113.87362,,2026-04-20 18:33:21
PRT,2016,IT.CEL.SETS.P2,111.84679,,2026-04-20 18:33:21
PRT,2015,IT.CEL.SETS.P2,112.964237,,2026-04-20 18:33:21
PRT,2014,IT.CEL.SETS.P2,114.312892,,2026-04-20 18:33:21
PRI,2023,IT.CEL.SETS.P2,124.51346,,2026-04-20 18:33:21
PRI,2022,IT.CEL.SETS.P2,120.215905,,2026-04-20 18:33:21
PRI,2021,IT.CEL.SETS.P2,112.540414,,2026-04-20 18:33:21
PRI,2020,IT.CEL.SETS.P2,106.682174,,2026-04-20 18:33:21
PRI,2019,IT.CEL.SETS.P2,102.552928,,2026-04-20 18:33:21
PRI,2018,IT.CEL.SETS.P2,101.222406,,2026-04-20 18:33:21
PRI,2017,IT.CEL.SETS.P2,100.51983,,2026-04-20 18:33:21
PRI,2016,IT.CEL.SETS.P2,93.560659,,2026-04-20 18:33:21
PRI,2015,IT.CEL.SETS.P2,91.004117,,2026-04-20 18:33:21
PRI,2014,IT.CEL.SETS.P2,89.999823,,2026-04-20 18:33:21
QAT,2023,IT.CEL.SETS.P2,157.820631,,2026-04-20 18:33:21
QAT,2022,IT.CEL.SETS.P2,162.24854,,2026-04-20 18:33:21
QAT,2021,IT.CEL.SETS.P2,137.709548,,2026-04-20 18:33:21
QAT,2020,IT.CEL.SETS.P2,135.497891,,2026-04-20 18:33:21
QAT,2019,IT.CEL.SETS.P2,140.017213,,2026-04-20 18:33:21
QAT,2018,IT.CEL.SETS.P2,142.911085,,2026-04-20 18:33:21
QAT,2017,IT.CEL.SETS.P2,147.35836,,2026-04-20 18:33:21
QAT,2016,IT.CEL.SETS.P2,140.517748,,2026-04-20 18:33:21
QAT,2015,IT.CEL.SETS.P2,154.09802,,2026-04-20 18:33:21
QAT,2014,IT.CEL.SETS.P2,149.020182,,2026-04-20 18:33:21
ROU,2023,IT.CEL.SETS.P2,123.252483,,2026-04-20 18:33:21
ROU,2022,IT.CEL.SETS.P2,121.141943,,2026-04-20 18:33:21
ROU,2021,IT.CEL.SETS.P2,119.123068,,2026-04-20 18:33:21
ROU,2020,IT.CEL.SETS.P2,116.478206,,2026-04-20 18:33:21
ROU,2019,IT.CEL.SETS.P2,116.252346,,2026-04-20 18:33:21
ROU,2018,IT.CEL.SETS.P2,115.492131,,2026-04-20 18:33:21
ROU,2017,IT.CEL.SETS.P2,113.766793,,2026-04-20 18:33:21
ROU,2016,IT.CEL.SETS.P2,115.790772,,2026-04-20 18:33:21
ROU,2015,IT.CEL.SETS.P2,116.350349,,2026-04-20 18:33:21
ROU,2014,IT.CEL.SETS.P2,114.782654,,2026-04-20 18:33:21
RUS,2023,IT.CEL.SETS.P2,180.841777,,2026-04-20 18:33:21
RUS,2022,IT.CEL.SETS.P2,168.475831,,2026-04-20 18:33:21
RUS,2021,IT.CEL.SETS.P2,169.072614,,2026-04-20 18:33:21
RUS,2020,IT.CEL.SETS.P2,163.101112,,2026-04-20 18:33:21
RUS,2019,IT.CEL.SETS.P2,163.646302,,2026-04-20 18:33:21
RUS,2018,IT.CEL.SETS.P2,156.682906,,2026-04-20 18:33:21
RUS,2017,IT.CEL.SETS.P2,155.485765,,2026-04-20 18:33:21
RUS,2016,IT.CEL.SETS.P2,157.173982,,2026-04-20 18:33:21
RUS,2015,IT.CEL.SETS.P2,156.418565,,2026-04-20 18:33:21
RUS,2014,IT.CEL.SETS.P2,152.512941,,2026-04-20 18:33:21
RWA,2023,IT.CEL.SETS.P2,91.46227,,2026-04-20 18:33:21
RWA,2022,IT.CEL.SETS.P2,80.595222,,2026-04-20 18:33:21
RWA,2021,IT.CEL.SETS.P2,81.638164,,2026-04-20 18:33:21
RWA,2020,IT.CEL.SETS.P2,81.237872,,2026-04-20 18:33:21
RWA,2019,IT.CEL.SETS.P2,75.598545,,2026-04-20 18:33:21
RWA,2018,IT.CEL.SETS.P2,77.679469,,2026-04-20 18:33:21
RWA,2017,IT.CEL.SETS.P2,72.27646,,2026-04-20 18:33:21
RWA,2016,IT.CEL.SETS.P2,74.850206,,2026-04-20 18:33:21
RWA,2015,IT.CEL.SETS.P2,75.254317,,2026-04-20 18:33:21
RWA,2014,IT.CEL.SETS.P2,68.167045,,2026-04-20 18:33:21
WSM,2023,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
WSM,2022,IT.CEL.SETS.P2,62.39867,,2026-04-20 18:33:21
WSM,2021,IT.CEL.SETS.P2,32.276323,,2026-04-20 18:33:21
WSM,2020,IT.CEL.SETS.P2,32.555769,,2026-04-20 18:33:21
WSM,2019,IT.CEL.SETS.P2,40.041949,,2026-04-20 18:33:21
WSM,2018,IT.CEL.SETS.P2,48.173734,,2026-04-20 18:33:21
WSM,2017,IT.CEL.SETS.P2,60.46832,,2026-04-20 18:33:21
WSM,2016,IT.CEL.SETS.P2,74.20577,,2026-04-20 18:33:21
WSM,2015,IT.CEL.SETS.P2,59.726338,,2026-04-20 18:33:21
WSM,2014,IT.CEL.SETS.P2,53.252148,,2026-04-20 18:33:21
SMR,2023,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
SMR,2022,IT.CEL.SETS.P2,120.269874,,2026-04-20 18:33:21
SMR,2021,IT.CEL.SETS.P2,115.700567,,2026-04-20 18:33:21
SMR,2020,IT.CEL.SETS.P2,112.168886,,2026-04-20 18:33:21
SMR,2019,IT.CEL.SETS.P2,111.82293,,2026-04-20 18:33:21
SMR,2018,IT.CEL.SETS.P2,111.500478,,2026-04-20 18:33:21
SMR,2017,IT.CEL.SETS.P2,110.535808,,2026-04-20 18:33:21
SMR,2016,IT.CEL.SETS.P2,107.051901,,2026-04-20 18:33:21
SMR,2015,IT.CEL.SETS.P2,108.032211,,2026-04-20 18:33:21
SMR,2014,IT.CEL.SETS.P2,111.489993,,2026-04-20 18:33:21
STP,2023,IT.CEL.SETS.P2,63.45405,,2026-04-20 18:33:21
STP,2022,IT.CEL.SETS.P2,86.778463,,2026-04-20 18:33:21
STP,2021,IT.CEL.SETS.P2,85.257771,,2026-04-20 18:33:21
STP,2020,IT.CEL.SETS.P2,80.117276,,2026-04-20 18:33:21
STP,2019,IT.CEL.SETS.P2,77.679107,,2026-04-20 18:33:21
STP,2018,IT.CEL.SETS.P2,77.364442,,2026-04-20 18:33:21
STP,2017,IT.CEL.SETS.P2,84.052278,,2026-04-20 18:33:21
STP,2016,IT.CEL.SETS.P2,87.4112,,2026-04-20 18:33:21
STP,2015,IT.CEL.SETS.P2,92.351129,,2026-04-20 18:33:21
STP,2014,IT.CEL.SETS.P2,65.305666,,2026-04-20 18:33:21
SAU,2023,IT.CEL.SETS.P2,157.775389,,2026-04-20 18:33:21
SAU,2022,IT.CEL.SETS.P2,149.797883,,2026-04-20 18:33:21
SAU,2021,IT.CEL.SETS.P2,145.003758,,2026-04-20 18:33:21
SAU,2020,IT.CEL.SETS.P2,139.444195,,2026-04-20 18:33:21
SAU,2019,IT.CEL.SETS.P2,135.526155,,2026-04-20 18:33:21
SAU,2018,IT.CEL.SETS.P2,136.04617,,2026-04-20 18:33:21
SAU,2017,IT.CEL.SETS.P2,130.629718,,2026-04-20 18:33:21
SAU,2016,IT.CEL.SETS.P2,156.041476,,2026-04-20 18:33:21
SAU,2015,IT.CEL.SETS.P2,176.134029,,2026-04-20 18:33:21
SAU,2014,IT.CEL.SETS.P2,181.856567,,2026-04-20 18:33:21
SEN,2023,IT.CEL.SETS.P2,123.911573,,2026-04-20 18:33:21
SEN,2022,IT.CEL.SETS.P2,118.150293,,2026-04-20 18:33:21
SEN,2021,IT.CEL.SETS.P2,115.325094,,2026-04-20 18:33:21
SEN,2020,IT.CEL.SETS.P2,113.638091,,2026-04-20 18:33:21
SEN,2019,IT.CEL.SETS.P2,109.34189,,2026-04-20 18:33:21
SEN,2018,IT.CEL.SETS.P2,104.055698,,2026-04-20 18:33:21
SEN,2017,IT.CEL.SETS.P2,101.831108,,2026-04-20 18:33:21
SEN,2016,IT.CEL.SETS.P2,101.010767,,2026-04-20 18:33:21
SEN,2015,IT.CEL.SETS.P2,102.508995,,2026-04-20 18:33:21
SEN,2014,IT.CEL.SETS.P2,101.608432,,2026-04-20 18:33:21
SRB,2023,IT.CEL.SETS.P2,128.471148,,2026-04-20 18:33:21
SRB,2022,IT.CEL.SETS.P2,129.81315,,2026-04-20 18:33:21
SRB,2021,IT.CEL.SETS.P2,125.075587,,2026-04-20 18:33:21
SRB,2020,IT.CEL.SETS.P2,120.216859,,2026-04-20 18:33:21
SRB,2019,IT.CEL.SETS.P2,122.047741,,2026-04-20 18:33:21
SRB,2018,IT.CEL.SETS.P2,121.074824,,2026-04-20 18:33:21
SRB,2017,IT.CEL.SETS.P2,123.142755,,2026-04-20 18:33:21
SRB,2016,IT.CEL.SETS.P2,129.177495,,2026-04-20 18:33:21
SRB,2015,IT.CEL.SETS.P2,129.383588,,2026-04-20 18:33:21
SRB,2014,IT.CEL.SETS.P2,131.353118,,2026-04-20 18:33:21
SYC,2023,IT.CEL.SETS.P2,129.244007,,2026-04-20 18:33:21
SYC,2022,IT.CEL.SETS.P2,163.429518,,2026-04-20 18:33:21
SYC,2021,IT.CEL.SETS.P2,149.479213,,2026-04-20 18:33:21
SYC,2020,IT.CEL.SETS.P2,152.545078,,2026-04-20 18:33:21
SYC,2019,IT.CEL.SETS.P2,164.617085,,2026-04-20 18:33:21
SYC,2018,IT.CEL.SETS.P2,155.551113,,2026-04-20 18:33:21
SYC,2017,IT.CEL.SETS.P2,148.79166,,2026-04-20 18:33:21
SYC,2016,IT.CEL.SETS.P2,138.276832,,2026-04-20 18:33:21
SYC,2015,IT.CEL.SETS.P2,138.248624,,2026-04-20 18:33:21
SYC,2014,IT.CEL.SETS.P2,144.606035,,2026-04-20 18:33:21
SLE,2023,IT.CEL.SETS.P2,,M,2026-04-20 18:33:21
SLE,2022,IT.CEL.SETS.P2,107.882001,,2026-04-20 18:33:21
SLE,2021,IT.CEL.SETS.P2,101.636782,,2026-04-20 18:33:21
